establecimiento_nombre,localidad_nombre,provincia_nombre,departamento_nombre
CENTRO DE ATENCION AL DESARROLLO INFANTIL A JUGAR,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE DERMATOLOGIA BATTISTELLA,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE SALUD Y LABORATORIO DE ANALISIS CLINICOS BUSTOS,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA MONSERRAT,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE REHABILITACION NIVEL I Y EQUIPO DE INTEGRACION ESCOLAR IRIS,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO SAGRADO CORAZON,SAN JUAN,SAN JUAN,CAPITAL
RESIDENCIA GERIATRICA SAGRADO CORAZON,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS DE ATENCION AMBULATORIA QUILES,SAN JUAN,SAN JUAN,CAPITAL
CENTRO EDUCATIVO TERAPEUTICO Y CENTRO DE DIA PERTENECER,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS Y DE OTRAS PROFESIONES DE SALUD DE OSCA,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO UTHGRA,SAN JUAN,SAN JUAN,CAPITAL
CLINICA CON CONSULTORIOS MEDICOS Y ODONTOLOGICO DE OSSACRA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO RADIOLOGICO BRIZUELA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS DE NEUROLOGIA Y MEDICINA LABORAL LANESU NEUROLOGIA Y SUEÑO,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE REHABILITACION SENDEROS DEL SOL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO FISIOKINESICO KINESIS SAN JUAN,SAN JUAN,SAN JUAN,CAPITAL
RESIDENCIA DE ADULTOS MAYORES FLORES,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE KINESIOLOGIA Y FISIOTERAPIA SABINO INGLESE,SAN JUAN,SAN JUAN,CAPITAL
RESONADOR MAGNETICO DE MEDICART CENTRO DE IMAGENES,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO SANCHEZ GONZALO,SAN JUAN,SAN JUAN,CAPITAL
INTERNACION DOMICILIARIA CUIDAR SALUD,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO SEMEBI SRL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA STORNIOLO,SAN JUAN,SAN JUAN,CAPITAL
CLINICA TODO SALUD INTERNACION DOMICILIARIA,SAN JUAN,SAN JUAN,CAPITAL
CENTRO ODONTOLOGICO GIAMPIETRO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS DE SALUD MENTAL ASAD PROGRAMA CALLANA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO GRILLO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO GORANSKY,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE DIAGNOSTICO ANATOMOPATOLOGICO LDA SRL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS DE KINESIOLOGIA DE BETESDA SRL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO  GUILLERMO PACHECO,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO GLOBAL SALUDD,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS HASSON,SAN JUAN,SAN JUAN,CAPITAL
CLINICA DE NEURO REHABILITACION LOS AROMOS,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS AHIME,SAN JUAN,SAN JUAN,CAPITAL
ESTIMULACION TEMPRANA Y CONSULTORIOS EXTERNOS CENTRO INTERDISCIPLINARIO DE LA INFANCIA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS GUZMAN PERELLO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS ALVEAR,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO MALAGON,SAN JUAN,SAN JUAN,CAPITAL
RESIDENCIA DE ANCIANOS SANTA LUCIA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS LOS OLIVOS,SAN JUAN,SAN JUAN,CAPITAL
CLINICA MATTAR SPENGLER,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE KINESIOLOGIA Y ESTETICA TEJADA,SAN JUAN,SAN JUAN,CAPITAL
CLINICA MITRE,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS CCMI CENTRO CIRUGIA MAXILOFACIAL E IMPLANTES,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS SAN SALVADOR,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS MUÑOZ,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE DIA ASAL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO KINESIOLOGICO SEGOVIA,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANALISIS CLINICOS ROBERTI,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO ORTIZ,SAN JUAN,SAN JUAN,CAPITAL
CENTRO ODONTOLOGICO PRIVADO COP DE AGUIAR PRIETO,SAN JUAN,SAN JUAN,CAPITAL
CLINICA MODELO,SAN JUAN,SAN JUAN,CAPITAL
BANCO DE SANGRE EXTRAHOSPITALARIO CELSA -CENTRO DE ESTUDIOS DE LA SANGRE-,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANATOMIA PATOLOGICA LAP DRA BRAÑA SRL,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO MEDICAL,SAN JUAN,SAN JUAN,CAPITAL
CENTRO AUDITIVO C.C.P. CENTRO AUDITIVO S.R.L.,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS DE ATENCION AMBULATORIA SORIA,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE ATENC. DE PAC. CON DISCAP. DE REHAB. INTEGRAL SIMPLE Y COMPL. AMBUL. DE BAJO RIESGO ABRIL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS EXTERNOS MERCEDARIO SALUD SAN JUAN,SAN JUAN,SAN JUAN,CAPITAL
CENTRO EDUCATIVO TERAPEUTICO CON SERVICIO DE INTEGRACION ESCOLAR NUESTRA FAMILIA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO DIAZ,SAN JUAN,SAN JUAN,CAPITAL
CENTRO EDUCATIVO TERAPEUTICO MAR SRL,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANALISIS CLINICOS HEMAGEN,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO BALDAN,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS LUANG ESPACIO VITAL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS CENTRO TAHUE SRL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO SOBERBIO,SAN JUAN,SAN JUAN,CAPITAL
CENTRO RADIOLOGICO SANTA FE DE ZORRILLA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE PSICOLOGIA DE LA TORRE,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO NATURALLS MEDICINA REGENERATIVA Y ESTETICA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO LOPEZ AVENDAÑO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS EXTERNOS DE RIO VARADERO S.A,SAN JUAN,SAN JUAN,CAPITAL
GERIATRICO AÑOS DE ORO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO TRUCCO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO SANCHEZ MONTILLA,SAN JUAN,SAN JUAN,CAPITAL
EMPRESA DE INTERNACION DOMICILIARIA PROSANITAS SRL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA SANCHEZ,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO CALVO,SAN JUAN,SAN JUAN,CAPITAL
INSTITUTO MEDICO DEL ROSARIO,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANALISIS CLINICOS MEDINA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO VILLAVICENCIO,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO ODONTOLOGICO WAICMAN,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO VALDEZ,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS SASTRIQUES,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE ECOGRAFIAS DE ARRASCAETA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO TORRES,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO SCHMITHALTER,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO SIRERA,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANALISIS CLINICOS AMIBIOQ,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS FABRE,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO SANCHEZ GENTILE,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS INTERDISCIPLINARIOS CEIBA CENTRO INTERDISCIPLINARIO,SAN JUAN,SAN JUAN,CAPITAL
CLINICA DE REHABILITACION CARDIOLOGICA DE CENCOR,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS HUUSMANN,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO UNIPERSONAL ROSALES,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO RONALD PACHECO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS CIMA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS KRONOS,SAN JUAN,SAN JUAN,CAPITAL
HOGAR NUESTRA SEÑORA DE LUJAN,SAN JUAN,SAN JUAN,CAPITAL
INTERNACION DOMICILIARIA SANITY CARE,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS Y LABORATORIO DE ANALISIS CLINICOS CASTILLA - MARTINEZ,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO SANCHEZ,SAN JUAN,SAN JUAN,CAPITAL
CENTRO RADIOLOGICO GUADALUPE,SAN JUAN,SAN JUAN,CAPITAL
CLINICA DE REHABILITACION ABRIENDO CAMINOS,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MUDAP SALUD,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS Y DE KINESIOLOGIA PLANA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO CAMARGO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO NOLLEN QUIROGA (DEDICACION EXCLUSIVA ORTODONCIAS),SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO DAVOLI,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO AVELIN,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS DE ALERGIA E INMUNOLOGIA FURLOTTI,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO CLINICA PATAGONIA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO PEÑATE,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS INSTITUTO MEDICO ACONCAGUA,SAN JUAN,SAN JUAN,CAPITAL
INSTITUTO NEFROTERAPEUTICO INTEGRAL -INTI-,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA - FISIOTERAPIA TORRES,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS CARBAJAL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS DE ATENCION OFTALMOLOGICA DE OFTALMOLOGOS DEL SOL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS Y DE ESPECIALIDADES SARRUFF,SAN JUAN,SAN JUAN,CAPITAL
RESIDENCIA DE ADULTOS MAYORES - VALLESOL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO UNIPERSONAL SANCHEZ,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANATOMIA PATOLOGICA GALAP SRL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS BOCCA,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANALISIS CLINICOS LUCERO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS DE ATENCION MEDICA LIRUSSI,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS CRISTAL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS EXTERNOS CONSALUD SAN JUAN DE TUCUMAN,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS EXTERNOS LOZANO,SAN JUAN,SAN JUAN,CAPITAL
CLINICA SALERNO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS EXTERNOS MEDISALUD,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO SEGOVIA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO CLAROS,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS Y LABORATORIO DE ANALISIS CLINICOS MATER DEI - BIOLAB,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO SANCHEZ LOPEZ,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE REHABILITACION KINESIOLOGICA PEÑA,SAN JUAN,SAN JUAN,CAPITAL
RESIDENCIA GERIATRICA EL BUEN VIVIR,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS DE SUOES,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO UNIPERSONAL DE FONOAUDIOLOGIA MANZUR,SAN JUAN,SAN JUAN,CAPITAL
CLINICA REZINOVSKI,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA Y NUTRICION GONZALEZ QUIROGA,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANALISIS CLINICOS DIAZ CANO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS Y SALA DE ENFERMERIA DE OSECAC,SAN JUAN,SAN JUAN,CAPITAL
RESIDENCIA GERIATRICA GERUSIA S.D.H.,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA Y FISIOTERAPIA CORIA,SAN JUAN,SAN JUAN,CAPITAL
CENTRO RADIOLOGIA ODONTOLOGICA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO MIRANDA - SANTE,SAN JUAN,SAN JUAN,CAPITAL
CASA DE MEDIO CAMINO HIBOU - RESIDENCIA DE APOYO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS DIAGNOSTICO Y SERVICIOS,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE MEDICINAS REGULADORAS ARIAS,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA Y FISIOTERAPIA ESPACIO KINESICO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS DE ATENCION MEDICA Y DE KINESIOLOGIA Y FISIOTERAPIA CASTILLA,SAN JUAN,SAN JUAN,CAPITAL
OPTICA CIENTIFICA CUYO I,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO VIZCAINO,SAN JUAN,SAN JUAN,CAPITAL
OPTICA LRV,SAN JUAN,SAN JUAN,CAPITAL
OPTICA DE LA PLAZA,SAN JUAN,SAN JUAN,CAPITAL
OPTICA CABELLO Y MARTINEZ,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS EXTERNOS ALIWEN (REHABILITACION DEL NIÑO Y DE LA FAMILIA),SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO TOMBA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA Y FISIOTERAPIA RODRIGUEZ,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO MALDONADO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA FIORE,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANALISIS CLINICOS AMEGHINO,SAN JUAN,SAN JUAN,CAPITAL
OPTICA LUZ,SAN JUAN,SAN JUAN,CAPITAL
INSTITUTO DE DIABETES Y ENDOCRINOLOGIA SAN JUAN,SAN JUAN,SAN JUAN,CAPITAL
OPTICA LENS,SAN JUAN,SAN JUAN,CAPITAL
OPTICA EL RAYO,SAN JUAN,SAN JUAN,CAPITAL
OPTICA BARBIERI - AVENIDA JOSE IGNACIO DE LA ROZA -OESTE- 141,SAN JUAN,SAN JUAN,CAPITAL
OPTICA INSTITUTO OPTICO RUFFA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO NEUROLOGICO AVELLANEDA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS EXTERNOS DEL COLEGIO MEDICO DE SAN JUAN,SAN JUAN,SAN JUAN,CAPITAL
SERVICIO DE KINESIOLOGIA Y FISIOTERAPIA KINESIO UP SAN JUAN,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA Y FISIOTERAPIA YANZON,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO MOLINA,SAN JUAN,SAN JUAN,CAPITAL
OPTICA FORNES EX CIENTIFICA CUYO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO DE LA VEGA,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO DE LA COMUNIDAD,SAN JUAN,SAN JUAN,CAPITAL
CENTRO EDUCATIVO TERAPEUTICO ESENCIAL,SAN JUAN,SAN JUAN,CAPITAL
OPTICA SUIZA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO GIL,SAN JUAN,SAN JUAN,CAPITAL
OPTICA CIENTIFICA CUYO,SAN JUAN,SAN JUAN,CAPITAL
INSTITUTO DE PATOLOGIA GENERAL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA Y FISIOTERAPIA GARCIA,SAN JUAN,SAN JUAN,CAPITAL
OPTICA ZIMMERMANN,SAN JUAN,SAN JUAN,CAPITAL
OPTICA CAMPOS,SAN JUAN,SAN JUAN,CAPITAL
OPTICA FORNES PASEO LIBERTAD,SAN JUAN,SAN JUAN,CAPITAL
OPTICA GAILLEZ S.R.L.,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO LORCA,SAN JUAN,SAN JUAN,CAPITAL
OPTICA FABIANA ARACENA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO MRAD,SAN JUAN,SAN JUAN,CAPITAL
INSTITUTO SAN MARCOS,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANALISIS CLINICOS PRINGLES,SAN JUAN,SAN JUAN,CAPITAL
OPTICA SAN JUAN,SAN JUAN,SAN JUAN,CAPITAL
OPTICA KRISTALL,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE RADIOLOGIA DENTAL DOI DIGITAL,SAN JUAN,SAN JUAN,CAPITAL
GERIATRICO EL RETOÑO,SAN JUAN,SAN JUAN,CAPITAL
OPTICA BUSTOS LICATA,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO GUADALUPE,SAN JUAN,SAN JUAN,CAPITAL
CLINICA DE REPRODUCCION ASISTIDA VIDAS,SAN JUAN,SAN JUAN,CAPITAL
OPTICA ARGENTINA,SAN JUAN,SAN JUAN,CAPITAL
OPTICA NEO VISION,SAN JUAN,SAN JUAN,CAPITAL
OPTICA BIRLE I,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO MANRIQUE,SAN JUAN,SAN JUAN,CAPITAL
OPTICA BARBIERI - GENERAL MARIANO ACHA -SUR- 726,SAN JUAN,SAN JUAN,CAPITAL
OPTICA BIRLE,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANALISIS CLINCOS Y CONSULTORIO MEDICO GRECO,SAN JUAN,SAN JUAN,CAPITAL
CENTRO OFTALMOLOGICO E-OFTALMO MEDICINA OCULAR,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO MOYANO,SAN JUAN,SAN JUAN,CAPITAL
SERVICIO DE INTERNACION DOMICILIARIA TRUMAN SALUD SRL ASISTENCIA DOMICILIARIA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO LEIVA,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANALISIS CLINICOS DRES CARMONA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS VAZQUEZ,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO DE KINESIOLOGIA Y FISIOTERAPIA CORE REHABILITACION FISIOKINESICA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS DE ATENCION MEDICA Y FISIOKINESICA HEREDIA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS EXTERNOS ZEGAIB,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO DE GME MEDICINA EMPRESARIA Y OTRAS RAZONES SOCIALES,SAN JUAN,SAN JUAN,CAPITAL
CLINICA LOS OLIVOS ESPECIALIZADA EN NEFROLOGIA CON CONSULTORIOS EXTERNOS DIALISIS Y HEMODIALISIS,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANATOMIA PATOLOGICA Y CITOPATOLOGIA Y CONSULTORIO ODONTOLOGICO FERNANDEZ,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO PETENELLO,SAN JUAN,SAN JUAN,CAPITAL
MOVIL ODONTOLOGICO Y TRAILER SANITARIO DE ATENCION MEDICA DE OSPRERA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS Y DE KINESIOLOGIA Y FISIOTERAPIA SANCHEZ,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS DE MEDICINA CAPILAR HAIR RECOVERY,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS CLINICO Y CARDIOLOGICO CARBAJAL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS MAS,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS MIÑANA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO QUIROGA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS EXTERNOS ROSALES,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE ESTETICA QUIROGA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO VEGA VERA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO Y DE PSICOLOGIA ALFERILLO,SAN JUAN,SAN JUAN,CAPITAL
OPTICA AZUL,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS DE DIAGNOSTICO POR IMAGENES DOMINGUEZ,SAN JUAN,SAN JUAN,CAPITAL
OPTICA VISION URBANA,SAN JUAN,SAN JUAN,CAPITAL
OPTICA LIC,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO INFANTIL CEMIN,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO ODONTOLOGICO GALLARDO,SAN JUAN,SAN JUAN,CAPITAL
OPTICA EMYLENT,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE ATENCION PRIMARIA CEMAP,SAN JUAN,SAN JUAN,CAPITAL
CENTRO INTEGRAL DE MEDICINA DE ALTA COMPLEJIDAD CIMAC,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO ECOGRAFICO PINTOR,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS PINTOR,SAN JUAN,SAN JUAN,CAPITAL
CENTRO INTEGRADOR ABRIL,SAN JUAN,SAN JUAN,CAPITAL
CENTRO PEDIATRICO NIÑIIITOS,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS DE FRAIFER,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS ODONTOLOGICOS SONRISAS SAN JUAN S.A.,SAN JUAN,SAN JUAN,CAPITAL
CLINICA ODONTOLOGICA CABAÑA,SAN JUAN,SAN JUAN,CAPITAL
CLINICA DEL BONO,SAN JUAN,SAN JUAN,CAPITAL
RESIDENCIA GERIATRICA VILLA SALUD,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS EXTERNOS CONSALUD SAN JUAN DE CORDOBA,SAN JUAN,SAN JUAN,CAPITAL
CENTRO DE DIA ANDARES,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS EXTERNOS CENTRO DE DIAGNOSTICO E INVESTIGACION PRENATAL Y ALTO RIESGO,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO CONCEPCION,SAN JUAN,SAN JUAN,CAPITAL
RESIDENCIA GERIATRICA QUERENCIA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS EXTERNOS DE LA ASOCIACION MUTUAL PROTECCION FAMILIAR,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS ANTEQUEDA,SAN JUAN,SAN JUAN,CAPITAL
LABORATORIO DE ANALISIS CLINICOS Y CONSULTORIO MEDICO MORANDI - ABALLAY,SAN JUAN,SAN JUAN,CAPITAL
CLINICA DE ESPECIALIDADES PEDIATRICAS,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS SENAR,SAN JUAN,SAN JUAN,CAPITAL
TOMOGRAFIA ZORRILLA - QUINTEROS S.R.L.,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS DE CARDIOLOGIA CLINICA PUIGDOMENECH,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS DE PSIQUIATRIA Y PSICOLOGIA ROJO,SAN JUAN,SAN JUAN,CAPITAL
UNIDAD DE CUIDADOS PALIATIVOS INTEGRALES CASA DE LA BONDAD,SAN JUAN,SAN JUAN,CAPITAL
CENTRO MEDICO ONCOLOGICO C.M.O,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIO MEDICO Y CONSULTORIO DE FONOAUDIOLOGIA SANCHEZ HIDALGO,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS MEDIC-A MEDICINA AMBULATORIA,SAN JUAN,SAN JUAN,CAPITAL
CONSULTORIOS MEDICOS RIVEROS,SAN JUAN,SAN JUAN,CAPITAL
GERIATRICO VIRGEN DEL VALLE,SAN JUAN,SAN JUAN,CAPITAL
